,Price,Id
209,112633.67895725758,1672
210,196220.76668512728,3209
211,144743.898861418,16515
212,171007.5954143997,973
213,186187.05563120006,12529
214,110911.64913143039,5896
215,290521.2556181293,5450
216,153884.5684807715,3249
217,184991.13952368207,8911
218,232529.06856589633,5898
219,170122.58469086734,1024
220,215355.33438242468,4766
221,182709.12844766706,15804
222,203566.72624950306,14303
223,181428.24514211228,10707
224,228673.7664024226,6605
225,414305.60354832164,1138
226,364183.14664326375,14088
227,198325.7214874431,9154
228,191628.75335233644,8190
229,299823.1466175579,398
230,275223.439953728,13302
231,149460.35099408394,9696
232,125343.03413963866,16786
233,224493.0504385935,16230
234,185778.20671170604,6552
235,218427.78943748784,923
236,313797.5940677245,9602
237,224071.37273949067,5857
238,175624.3797294312,8120
239,188307.43003992774,7134
240,170582.93400089582,11726
241,124966.4426053156,8069
242,174071.56369729308,12420
243,199814.71844778972,8604
244,263378.4520729845,4854
245,179492.0241189664,12212
246,360412.9561796941,12099
247,387862.1569862973,3882
248,351368.0422863983,6995
249,209811.28165288412,10172
250,299137.22226893745,11672
251,306111.91779124306,12897
252,172425.7965245063,16097
253,296362.57402336417,6779
254,188921.26166258982,11199
255,398171.5809732425,10816
256,382878.42310019507,143
257,259920.09110682472,5399
258,147365.02914884515,3286
259,218118.0637242452,13706
260,366059.1797008,1935
261,169050.2081613367,16000
262,238633.61498661462,2860
263,195335.25454771463,11407
264,284987.73050982296,16378
265,176980.50888304698,12278
266,159522.54651632576,3842
267,334568.56694277475,2692
268,194106.91664179988,7699
269,270557.1569310178,6825
270,290925.24096730497,7268
271,344618.53396308277,1477
272,172316.32042205296,9887
273,188641.09899530755,9436
274,233123.06288400662,3179
275,452431.4581423314,1350
276,196439.5129200672,10643
277,244634.81181238045,5793
278,433225.6625107481,11494
279,197337.80868995693,4206
280,251189.37742497836,12419
281,159234.40633181384,8530
282,147841.20118912714,5985
283,214317.91283225003,8908
284,126684.58611662849,256
285,182091.67408577556,7234
286,189476.7650043724,5648
287,242387.705272688,3014
288,179764.28888335038,2184
289,248861.67998456198,9189
290,206943.32314714993,14884
291,144926.4933464505,10333
292,155357.15368177003,15896
293,133422.34167882492,13269
294,272732.39740974363,8603
295,174457.97188568363,15087
296,196267.8006485288,4344
297,65799.6436051663,7981
298,264277.0180441533,10908
299,182461.13321600476,6190
300,185351.66020688455,11742
301,148673.20512719246,9224
302,193552.75610680768,14667
303,187445.46007512274,458
304,350075.73159089044,2464
305,218343.1789445376,12320
306,211892.70992903228,278
307,234848.03534032404,2912
308,234680.7029452227,6698
309,125951.23799845968,4510
310,180065.83818796254,4183
311,220051.49040213428,5551
312,182606.99249781983,12187
313,212145.36744684374,7948
314,181011.79818538707,10808
315,176837.34080874207,12432
316,180729.0986075284,5356
317,478094.7071740129,8984
318,183035.68851558695,9203
319,95747.24435571989,15412
320,127516.05478214085,12041
321,328480.22906951886,7644
322,191215.38972312846,7071
323,163603.0714759867,10685
324,189829.81782394848,6763
325,131095.318932024,940
326,156554.21072311106,14959
327,148111.10862096932,1338
328,145065.80124367337,5351
329,182818.4564608562,6524
330,150684.66009666113,12516
331,236694.06929774975,3288
332,250686.9530087157,3146
333,180264.36764393753,3954
334,175185.8008699345,11955
335,205420.36658618881,1211
336,200863.61460386298,15668
337,98530.7006069761,1320
338,189097.55520537664,9108
339,149112.3764036575,16482
340,154752.67268334873,5017
341,191408.86786492314,8290
342,400985.07386830385,4304
343,202167.92814443941,1930
344,173476.87904157917,12530
345,339331.0707479211,11295
346,152716.63067566318,3002
347,126195.89176988999,15483
348,204478.5864852168,11525
349,130085.74993345697,13978
350,165247.39781249707,4885
351,182466.77770705518,8325
352,126524.24685674573,3630
353,186449.3809602577,9165
354,202283.30924971693,13945
355,194726.8724547432,10663
356,179764.29380723348,14803
357,171464.7753924947,7621
358,201608.03844999024,8205
359,205231.75336951963,10387
360,152230.8768593636,5457
361,342506.136408315,10234
362,168262.50359326266,6251
363,274104.04700080573,701
364,167949.59709354973,7930
365,129346.34994760803,15028
366,91736.40947086278,12172
367,197063.35112217412,5805
368,274495.32270216994,7411
369,226631.3429837278,14806
370,161222.73870188373,7890
371,139438.75360218488,10440
372,173474.62033131506,14926
373,158257.45152103875,5381
374,387808.62050369254,3800
375,258379.28953511998,10511
376,277540.98909404303,9324
377,189423.2015816191,3313
378,146914.71164193845,7351
379,203030.0753729937,8459
380,127592.54369797245,9957
381,217146.6158405681,12024
382,205419.63476434446,4380
383,151945.60765141144,5042
384,143439.7913849388,13289
385,387873.5157428513,13407
386,149269.20801919216,13258
387,275936.2654518592,15993
388,175816.15979777373,12525
389,215540.4361546595,4062
390,184491.08230824463,12065
391,179620.05381538646,8227
392,147999.97428800166,11333
393,143336.68777045113,2867
394,221346.45309631844,3319
395,347887.4551216679,3523
396,210072.63102353772,7055
397,171274.13504944733,14930
398,142952.12404412447,3444
399,338819.7400478111,2940
400,358839.3888674405,6935
401,212900.07560904344,16116
402,252566.51477029506,13370
403,237001.83733776945,6103
404,188914.40254841463,7446
405,183434.04172750175,1859
406,203191.04224226656,4079
407,163496.03503714962,3228
408,142949.88589920168,9665
409,387328.83148613427,15957
410,175607.78566133705,11533
411,126937.4706431624,2314
412,239641.6280342512,4096
413,179648.15517515657,13437
414,239874.24595571926,5980
415,185068.81134951874,2008
416,182230.93634159688,6754
417,156729.58508022083,4129
418,301468.2314857066,14557
419,320104.41608233773,7096
420,254539.74499160357,14297
421,215000.83514996318,3967
422,117331.96196747283,16485
423,330322.14218302874,13075
424,200941.56403160596,14289
425,150829.97436615464,10988
426,160411.8541229974,3230
427,176167.44087499642,13250
428,187271.8161350473,2559
429,333218.2911560118,7739
430,154415.53439725027,7213
431,246909.29685699422,6639
432,267499.25842270826,3164
433,161957.06332555442,15207
434,171635.2719823631,5113
435,130675.33362440791,3929
436,259536.29673274624,14493
437,180369.50262020776,11110
438,201029.48308075563,2033
439,210550.121514985,16057
440,206393.2071867459,16709
441,149905.37190686012,14313
442,302000.17528846685,1028
443,110194.30279017412,7187
444,333078.4777675663,3738
445,323996.95953881764,9869
446,199049.4945337042,12644
447,109496.08249530845,3686
448,292570.08187476045,9196
449,210768.26750609904,12326
450,191131.34907180094,4936
451,177093.35755676587,13314
452,336981.5286771307,9857
453,177241.07285040652,519
454,166422.94713048002,8410
455,177132.95645903322,1720
456,237692.60680091626,10341
457,199386.11572987732,14415
458,279192.6387495033,10613
459,205424.87178418666,8027
460,269556.9680941168,15539
461,273893.52244849835,7431
462,133402.20890539887,1370
463,160383.51117033034,12708
464,242787.98086166897,2250
465,146998.849414339,14758
466,357327.3501476185,8525
467,279141.4935521331,1538
468,153500.81003059054,1142
469,225044.43669608806,1152
470,182464.99333357063,9802
471,326738.58217339887,3331
472,174949.36964992486,15203
473,165810.32929461257,4247
474,353626.76581572875,1976
475,227645.92777706386,2346
476,255337.88154183788,10078
477,203377.55165833165,1938
478,196668.61808931702,7819
479,252500.39321334442,2168
480,203691.95342932706,15634
481,205511.5200009639,8465
482,149988.0693754519,9313
483,129378.81487693831,6539
484,102843.37256996677,6325
485,265667.5270459748,13442
486,169492.43527923428,9967
487,244432.66578919903,7893
488,201631.00254745083,2861
489,321974.5707789441,11031
490,134284.98503168,15073
491,170220.07492296878,13837
492,276668.35805348365,2524
493,218421.65883799846,8617
494,181883.8349191621,13513
495,268503.014591421,3081
496,405301.15994534275,10675
497,99535.71367699803,1907
498,215515.35785578893,4872
499,378272.8341724307,16274
500,238798.67216442135,11837
501,248521.0185078459,16577
502,196975.16562462688,5231
503,207971.7165863429,11315
504,205231.75336951963,273
505,321052.255423225,8363
506,202604.63922355737,4255
507,259068.22275366183,16330
508,179026.4215262045,11528
509,279787.2860212167,14799
510,278643.35377467505,1611
511,193069.10191362008,9234
512,107296.22399572228,1633
513,164837.28143666385,6791
514,406891.5609455066,11567
515,225086.728320407,3070
516,235660.6008533456,12094
517,332641.2495070352,14335
518,159630.42770328495,137
519,165527.6483220125,7182
520,171655.48429887724,11718
521,102701.72226494025,5194
522,341521.1940187657,97
523,395872.37435558444,5118
524,331567.4074364081,13920
525,205214.1390687613,9952
526,205482.9802377909,15337
527,222667.87679331118,10243
528,346018.76039024256,4048
529,154388.19026171407,171
530,164649.809493617,11378
531,178903.03589370608,14190
532,138107.14469880538,15265
533,125630.38057556112,2740
534,317571.80100537045,5573
535,236295.52079762443,4481
536,150280.27997067588,2631
537,270549.68094975344,4984
538,188467.9040963911,16466
539,128889.6407870471,16716
540,183219.18419050207,15325
541,178014.9697903992,10115
542,489119.6035866542,117
543,109315.65378392569,5476
544,183151.7121887305,11757
545,123198.96043620732,12359
546,166293.6364358421,15546
547,148108.29306585953,8133
548,285268.0570583018,9018
549,168842.91405080454,2075
550,323005.56391759805,11170
551,206036.4647486778,15733
552,145541.1838637793,9280
553,327992.5126015316,10734
554,175138.89693922695,14071
555,250643.26201098756,7373
556,209739.20725954944,14736
557,135787.80625102125,3458
558,174712.57500345277,6183
559,193372.45575793265,7825
560,175472.9749765282,16775
561,177648.66787380088,5717
562,131580.26088832523,12397
563,391940.03241356113,8189
564,207114.7906079712,4423
565,143744.0037982969,3994
566,193196.80057345823,10342
567,192774.6428064572,10051
568,148171.76860467243,9453
569,337759.33218032797,12593
570,95260.69927404013,1274
571,367170.35595443164,6933
572,147783.15018943342,1761
573,288234.2429247105,7157
574,150358.5183686276,15169
575,409235.74807972147,6792
576,173372.90407431635,13830
577,242426.70017339353,7240
578,247504.00982977686,3051
579,118317.4416709059,6550
580,184232.3412652072,4603
581,169291.81039963316,5729
582,338458.99520088366,13473
583,169894.15121105255,15104
584,301134.7757785144,6599
585,254964.22088692145,2216
586,307839.32094188954,8721
587,168762.58709045954,3645
588,242089.64659889406,8664
589,208060.58449231795,11001
590,165097.78034997752,753
591,208044.63584257485,8129
592,172247.91589909626,15235
593,201323.99139521475,3359
594,209446.93983543848,10424
595,214464.34776533017,10226
596,198752.93462329308,9252
597,265200.53709882544,3008
598,184460.12468939592,5849
599,178912.8964950501,8494
600,312833.17322501144,6764
601,317318.5640244897,12445
602,169504.58361433004,11716
603,111818.81477901826,4508
604,193406.59476777623,5669
605,101053.85130247277,11427
606,188848.228870419,11065
607,248992.55670959406,8910
608,152457.86692987697,16401
609,147883.59620378495,11913
610,198870.787772223,6221
611,186754.73062498393,10839
612,218627.07311570676,2809
613,177662.54795886303,13311
614,176462.56145972142,6866
615,175944.74182416365,6019
616,164594.72178749123,3024
617,249625.88410346973,1391
618,200281.7632667883,15904
619,271827.55999671976,15858
620,238873.89373299977,9911
621,213116.08247818172,16579
622,266280.4196971906,4394
623,416743.8425996474,1468
624,156020.3627923096,12965
625,173939.46845286168,2249
626,149473.98832071666,14384
627,130862.14064099842,13040
628,137752.9123184191,8872
629,249510.41337961622,12864
630,171618.4977757098,15712
631,177373.1929640135,14049
632,103189.85005548291,1840
633,180123.0065062974,12019
634,173471.20133656534,8948
635,215868.62990789587,15154
636,146476.4708001578,6943
637,404524.8268853451,12564
638,124922.01874528456,12766
639,223090.1215377818,7255
640,153688.99730315333,7962
641,158871.469059639,709
642,160333.18795973464,4634
643,192590.46139428136,889
644,145356.5988900392,4774
645,198006.1849614271,13890
646,157631.21673385278,15431
647,276202.7195613778,8726
648,141905.40673149523,10373
649,188965.10401689218,6413
650,152984.62785101976,9761
651,140918.11047727938,15864
652,157183.37459040928,6147
653,328928.1931153164,3384
654,268037.6979790439,320
655,156288.688939366,8006
656,175502.44835975242,14395
657,101709.29477101038,14976
658,225511.8374173413,12185
659,121686.0140361933,4779
660,170129.04964638862,8551
661,299287.3896120138,9025
662,204196.61293166486,10616
663,107599.81620993851,7475
664,330379.19053605566,6341
665,148300.51215458303,14163
666,200293.7998824588,2211
667,268504.3270335597,10532
668,143068.60932827345,14338
669,177128.6112069226,831
670,182739.8299062762,3382
671,285908.9681073298,9209
672,213035.28385408953,7188
673,214941.69429002577,7197
674,171790.02217703458,11270
675,119821.51268316396,15918
676,395735.5956513151,6937
677,180763.93274960687,6178
678,137728.4374518502,10668
679,270433.5538927118,1413
680,375267.0804570399,6884
681,211845.8098512624,8266
682,204745.5564437735,14019
683,152174.91042059957,16764
684,163204.1439816718,15306
685,282028.7845505138,3740
686,179944.83013374748,5298
687,179472.32945674166,8319
688,178266.16458064405,4229
689,199881.3412961077,13429
690,375356.5747128298,1753
691,268438.73080354533,860
692,150046.20096851842,14219
693,210716.03627723365,12113
694,136272.2536579449,11309
695,198470.52707841233,9930
696,212076.33965855048,10570
697,156188.29826988306,2839
698,122583.46809348126,6699
699,125050.72263198302,16647
700,228007.21321951272,5325
701,149273.72409804052,13733
702,335001.54465169174,7818
703,218150.37781500406,12505
704,199543.36211996732,9489
705,184435.3583044721,10106
706,204224.19506607618,7864
707,222295.5533370888,5134
708,150762.4464053655,11859
709,305325.1176216521,7440
710,326609.1498153318,1525
711,182714.64811976824,7339
712,357000.3235384281,8
713,120473.68776365869,3248
714,241179.55049657638,8995
715,65042.79711323643,15178
716,180041.6956081265,8594
717,229727.39772161632,15770
718,336983.4585733121,15859
719,329510.5277768152,1735
720,419607.5745257195,11410
721,153476.25215771722,16397
722,150046.66955687458,3572
723,105590.41774367623,5501
724,186778.05635291236,969
725,430893.14153666253,6977
726,176925.48053602886,1233
727,170508.7308946836,4258
728,387389.1637358972,90
729,174810.3142007863,16650
730,107588.1424280978,197
731,245415.03196058137,12514
732,170044.91349485485,4367
733,229357.93606765594,3199
734,192935.49354822552,5600
735,276540.7487231331,11641
736,111344.22742124813,14609
737,167495.4878492261,12775
738,170014.23242783133,14240
739,168828.64500024644,7933
740,329174.79168891726,6945
741,196950.72941263072,14006
742,265287.33560544794,6320
743,183843.62992489903,12061
744,221271.60154820152,16369
745,357290.69543970533,16354
746,281902.44109100493,3970
747,205286.8519745196,1048
748,220209.16678190464,3639
749,187990.90182449843,14448
750,333466.86414430855,2812
751,147478.64135550035,3932
752,309298.42434143694,14875
753,111937.32762932382,8883
754,285597.9377567142,7622
755,172419.1885814476,7252
756,172216.14780042839,9751
757,188586.24449603123,2378
758,290193.1117952093,6816
759,224685.21738012967,15358
760,148053.77271518006,7843
761,397754.52678420016,10448
762,334300.0128790408,7840
763,251799.3386400788,8880
764,337901.93734071846,12551
765,193289.8246729093,15470
766,226531.44897849738,16207
767,134417.53201239984,12123
768,354827.23763930454,15247
769,208619.51700217082,7481
770,337852.00413943286,16171
771,324938.2056898889,7461
772,294878.5898945947,902
773,174090.96648405035,13094
774,247042.2751466474,11584
775,196975.15678472747,4462
776,152725.1098697616,15576
777,262053.4086015497,16606
778,270727.5754335588,5427
779,168268.5640372292,7725
780,196718.8250168056,5409
781,127233.61333475041,12579
782,186903.8046718377,12013
783,212671.89539899313,11321
784,159208.5614342751,9932
785,146843.49661834957,591
786,200095.86228670686,10357
787,235161.8360260906,3336
788,180936.54446491314,13
789,217206.68497465414,4809
790,168607.43811140105,7555
791,355691.1405142127,15172
792,189860.44082325135,6989
793,174537.86452087338,4707
794,239619.15771112696,2046
795,95791.26733402455,6495
796,203017.88403032368,3873
797,208139.125564088,7061
798,201859.6152199804,12112
799,268196.3613201914,8917
800,169953.7854242963,7735
801,221048.80374665893,16442
802,173808.06585933504,4244
803,249445.2850033483,3747
804,189728.98498543692,11086
805,218980.69053060285,10080
806,281675.8365588662,15057
807,201616.84318768504,1331
808,147229.25136360934,8891
809,241293.78152807572,13411
810,246171.51376005515,16730
811,195434.0156188287,2267
812,179970.3887248771,3022
813,221692.57653508414,11190
814,192995.9655649087,11857
815,174676.23808266266,9318
816,160467.38715336664,16512
817,221014.4480463306,2053
818,130530.19863604779,13707
819,162617.33272044093,12143
820,159287.88415213392,14080
821,175496.50821139422,6130
822,102377.01581792765,7936
823,192977.00239135974,10101
824,208755.70248064192,5663
825,139306.22768629913,14811
826,188172.5390866089,1366
827,206851.47689482302,908
828,117129.22711228697,2953
829,158216.41257890512,14629
830,370258.04686002445,15096
831,184482.12699268144,2115
832,177588.7656005217,11770
833,162348.0035665579,12701
834,131315.93827777525,14584
835,393351.51800286194,1893
836,439463.56422721787,9501
837,106905.14001164323,2138
838,208345.746881791,9346
839,371165.2308307009,15960
840,157196.63129842334,8230
841,206554.30901600493,13843
842,249888.79423360433,13810
843,179142.56819443076,15650
844,170066.65571451225,9974
845,181468.7442361405,12200
846,189553.01001954672,538
847,236087.5234354302,5334
848,113376.798337171,14823
849,170090.5143660516,4817
850,194028.14691173745,9041
851,267318.7655520381,4359
852,225442.57042987502,4852
853,136461.36108678495,10141
854,191047.7803425103,1503
855,407819.0513289013,16256
856,124794.0398052805,683
857,197799.57825068804,14382
858,207195.90845103987,7248
859,176620.78666417117,1200
860,173633.1446765705,3563
861,403140.02165657637,3681
862,257127.59878918732,3053
863,209850.42918870295,4099
864,115267.03313188504,807
865,321607.79277784465,4658
866,163268.95910567336,3535
867,150853.75068450772,12548
868,221599.71684295838,10488
869,171788.20512902818,5851
870,225593.84306409626,13736
871,151027.18163416293,875
872,196943.25046680038,14449
873,334993.6509460357,3958
874,173537.9560654772,10727
875,133051.85122143818,11296
876,259341.11362767933,13646
877,213886.6192483478,9599
878,316806.47573249484,7135
879,333364.50847802113,5943
880,294829.3327280091,2695
881,209759.32301841487,6766
882,187044.51341820662,5630
883,196039.35089175063,13586
884,377118.7705582023,3507
885,132372.84510107676,10014
886,254879.4417872978,459
887,206336.6972844854,3582
888,275969.99923851015,8560
889,185636.78565593547,3372
890,270935.82821417117,13109
891,238203.97265154534,8160
892,246242.59857621993,10706
893,322857.9579549116,9104
894,183490.1065998234,2870
895,195296.0222716159,13712
896,143271.81789193474,13924
897,250261.777738508,798
898,342247.0843882554,9750
899,389252.46483424754,16248
900,184493.49837294233,3170
901,223341.75420208304,12700
902,132710.69544739585,10601
903,187229.78227512108,514
904,294614.72570981196,4010
905,151105.30205683643,8124
906,161799.63745441817,10800
907,190005.59872967156,13628
908,151873.76869618407,11637
909,173176.86108003574,781
910,149796.48455773125,16156
911,250291.52357429639,12618
912,138995.23098817936,9766
913,247476.85179209564,15987
914,322762.0844130034,11051
915,213951.34022644642,7673
916,393585.5343715374,1245
917,169322.0165467829,2443
918,89168.11563337545,7413
919,133102.17989092096,310
920,203921.31680875827,10921
921,93986.2943777042,8709
922,331783.9350006203,12404
923,209891.73801088546,14986
924,330623.4416746811,10714
925,212214.0234660801,14286
926,351168.44731370173,13828
927,394941.4493359516,8926
928,170668.4290029304,12233
929,189409.73019174492,3913
930,193364.76430675056,5221
931,92252.77335367673,14965
932,173437.51319085987,862
933,135244.63082950618,13907
934,180617.8787907995,5418
935,181857.88307352646,2045
936,203378.9378922601,13321
937,220484.4509422271,2762
938,168656.48930733124,13888
939,131070.54605901637,14962
940,223720.14486425684,13305
941,247762.88981214777,8487
942,167827.22584795966,7146
943,173340.0563327787,1134
944,337398.2719607417,15092
945,261813.82026111535,13760
946,390011.9553135411,11958
947,178083.22756965115,3177
948,199484.61574874705,11350
949,101879.93056095495,1524
950,216955.61487962474,5527
951,199333.15700181446,2872
952,261566.9482134987,8602
953,272706.40715598885,3067
954,210180.45272453333,10435
955,220230.5188405854,11222
956,154256.33580229265,8700
957,226528.15773637366,10961
958,200885.52536568572,14305
959,257681.88526837868,8362
960,145777.17802012683,4979
961,302349.10049565387,7180
962,113977.33210104698,5763
963,235182.02161112629,2192
964,192034.37492970098,13581
965,149000.7828414205,10720
966,238543.62689435776,1358
967,281640.6339773337,13366
968,364766.3486227586,13539
969,204240.84421224755,12849
970,173278.6368842251,6794
971,400983.20017162245,525
972,319341.78667597787,12223
973,117945.89692164605,16271
974,130728.58121730309,5818
975,287636.4903150051,16588
976,129606.86485633593,8981
977,122612.88380776427,16476
978,200128.52146728282,14663
979,146112.54609769292,3
980,130715.85273615991,6615
981,273988.98820762587,12215
982,263651.7731555558,304
983,259061.5752687315,13634
984,163501.8923932326,9208
985,173394.57352144396,2175
986,212520.82661920137,250
987,190037.80989391136,6045
988,154399.05037173437,10516
989,450622.0114165027,1852
990,209673.07414044454,1573
991,172117.2745000558,15079
992,176286.823707346,5500
993,179952.10998312666,15775
994,163037.82987690854,3198
995,193702.44736415573,6718
996,184364.95824656333,4149
997,245516.22488354117,9627
998,278039.15508899617,7595
999,191910.99232851964,4538
1000,210273.92795208,3555
1001,338479.75094386976,10483
1002,164064.18937513395,8834
1003,168625.89648146371,16412
1004,147462.80972542052,6449
1005,184939.03881489253,2767
1006,170555.71411080903,11498
1007,145511.9732244037,16472
1008,260283.00345419426,178
1009,173157.81042265237,10948
1010,250950.94106652838,13313
1011,136519.40120097247,8065
1012,149732.01278723567,102
1013,129759.49706974371,14428
1014,167740.46239797774,11973
1015,206189.39612947172,6663
1016,142095.34447249287,15989
1017,342965.6680744842,10955
1018,142044.00901798322,11772
1019,231365.29771000048,11364
1020,168929.28311217338,7082
1021,487661.45938742626,7749
1022,143881.3225125805,6428
1023,103520.31014110088,6869
1024,171866.13039794157,295
1025,222117.19890712504,12266
1026,174281.02975043186,11129
1027,335570.66257314367,826
1028,250258.55046149972,3262
1029,325619.7115360153,15641
1030,482059.45381683036,1662
1031,206419.23621208384,10926
1032,232492.88791964643,10232
1033,183303.73873486128,6376
1034,180114.72493009575,7817
1035,194279.12705024323,354
1036,195403.24663610168,10076
1037,334004.388613727,11379
1038,126261.86607729922,10184
1039,365757.4879139028,4696
1040,437658.8259153011,13562
1041,173776.81987313816,5436
1042,113495.52119087418,13196
1043,317655.9764512747,14939
1044,199326.0801526367,14004
1045,163460.63125538206,5916
1046,160991.5094171257,7229
1047,163474.6952752929,9143
1048,193325.00529132073,3440
1049,176949.0669753349,319
1050,243832.68866107127,11683
1051,233790.41624728634,12647
1052,186416.10332066388,12788
1053,194652.28402475262,13662
1054,273177.1662642112,423
1055,206640.05085877437,5222
1056,200842.66162136605,9242
1057,178608.10733910065,2641
1058,173352.76455771207,4855
1059,174672.4672024248,5360
1060,168666.4434571216,9799
1061,265442.4295976626,5526
1062,155647.61168210837,10309
1063,345739.0857268726,2144
1064,196879.7108840295,7191
1065,163735.14652911833,6732
1066,147810.65152071285,14789
1067,153030.6400651918,13525
1068,269714.0770663297,4066
1069,208750.55932438545,16422
1070,221837.94546363488,14890
1071,236355.96865839796,2922
1072,109282.33453068389,3601
1073,114300.58465690054,13416
1074,202138.26488572467,14363
1075,303888.89357900975,9496
